"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"TIMELESS.1",0,0.41315514749853,0.83,0.156,0,"10","TIMELESS"
"CENPX.1",0,0.41309795102706,0.949,0.6,0,"10","CENPX"
"H1FX",0,0.412615079225101,0.978,0.786,0,"10","H1FX"
"SRSF10.1",0,0.412413166888379,0.976,0.763,0,"10","SRSF10"
"SVIP.1",0,0.412207982271641,0.916,0.57,0,"10","SVIP"
"CCDC18.1",0,0.408090335314363,0.835,0.287,0,"10","CCDC18"
"CENPH.1",0,0.407370191836959,0.826,0.113,0,"10","CENPH"
"SNRPD1.4",0,0.402012612550806,0.996,0.892,0,"10","SNRPD1"
"PPIA.2",0,0.396746419341118,1,0.999,0,"10","PPIA"
"TTK.1",0,0.395394834937857,0.749,0.047,0,"10","TTK"
"TUBG1.1",0,0.393390510608495,0.851,0.298,0,"10","TUBG1"
"KHDRBS1.1",0,0.386753444474337,0.996,0.895,0,"10","KHDRBS1"
"YWHAQ.2",0,0.382115757408088,0.99,0.798,0,"10","YWHAQ"
"GPSM2.1",0,0.381252859420879,0.75,0.121,0,"10","GPSM2"
"CDT1.1",0,0.380882032109425,0.726,0.072,0,"10","CDT1"
"E2F8",0,0.379770550512635,0.707,0.015,0,"10","E2F8"
"DDB2",0,0.377617004371595,0.845,0.317,0,"10","DDB2"
"HNRNPUL1.1",0,0.376678289597399,0.98,0.736,0,"10","HNRNPUL1"
"PRIM1.1",0,0.375338328700711,0.791,0.133,0,"10","PRIM1"
"CTNNAL1.1",0,0.375223545278933,0.716,0.085,0,"10","CTNNAL1"
"POLQ",0,0.374458573636625,0.731,0.047,0,"10","POLQ"
"SPDL1.1",0,0.374090958421998,0.795,0.15,0,"10","SPDL1"
"LSM5.2",0,0.373109950348019,0.994,0.901,0,"10","LSM5"
"UBB.1",0,0.371735954082426,0.999,0.998,0,"10","UBB"
"POLD3.1",0,0.369943875958086,0.796,0.24,0,"10","POLD3"
"MRPL51.1",0,0.368051300108654,0.997,0.951,0,"10","MRPL51"
"CMC2.1",0,0.365163805612062,0.933,0.531,0,"10","CMC2"
"TOPBP1.1",0,0.364749858061558,0.863,0.373,0,"10","TOPBP1"
"UHRF1.1",0,0.363533204926663,0.767,0.114,0,"10","UHRF1"
"WEE1.1",0,0.361248879699962,0.763,0.094,0,"10","WEE1"
"CSE1L.1",0,0.360862327901791,0.883,0.383,0,"10","CSE1L"
"WDR34",0,0.360482527988618,0.746,0.04,0,"10","WDR34"
"LMNB2",0,0.359979459969007,0.814,0.197,0,"10","LMNB2"
"RFC3.1",0,0.359639903500791,0.79,0.155,0,"10","RFC3"
"PIF1.1",0,0.357477485954524,0.494,0.014,0,"10","PIF1"
"RBMX.1",0,0.355890386727827,0.99,0.874,0,"10","RBMX"
"CENPL",0,0.354541629876827,0.757,0.131,0,"10","CENPL"
"RBBP8.1",0,0.352741895763476,0.74,0.175,0,"10","RBBP8"
"PAXX.2",0,0.351701049065454,0.96,0.688,0,"10","PAXX"
"PKMYT1.1",0,0.34900280070393,0.697,0.031,0,"10","PKMYT1"
"H3F3A.3",0,0.348330956592375,1,1,0,"10","H3F3A"
"VRK1.1",0,0.347073686075886,0.856,0.323,0,"10","VRK1"
"INCENP.1",0,0.343306560613771,0.728,0.084,0,"10","INCENP"
"LRR1.1",0,0.34325522420597,0.834,0.295,0,"10","LRR1"
"SNRPD3.1",0,0.343183029795235,0.993,0.903,0,"10","SNRPD3"
"RFC4.1",0,0.340174266942986,0.769,0.228,0,"10","RFC4"
"UBALD2.1",0,0.339131750217604,0.925,0.625,0,"10","UBALD2"
"DEPDC1B.1",0,0.339038714863718,0.693,0.02,0,"10","DEPDC1B"
"BTG3.1",0,0.337176090900553,0.742,0.215,0,"10","BTG3"
"CDKN2D",0,0.336980039968337,0.701,0.118,0,"10","CDKN2D"
"HSPB11.1",0,0.335926849543839,0.956,0.716,0,"10","HSPB11"
"COX8A.1",0,0.33573283487766,1,0.999,0,"10","COX8A"
"ECT2.1",0,0.334250416381941,0.75,0.134,0,"10","ECT2"
"ERH.2",0,0.333093124612166,0.999,0.948,0,"10","ERH"
"SGO1.1",0,0.330762166201222,0.701,0.08,0,"10","SGO1"
"RAD51C.1",0,0.330411723289915,0.812,0.312,0,"10","RAD51C"
"DEPDC1.1",0,0.329607993437256,0.634,0.023,0,"10","DEPDC1"
"CEP152",0,0.327360625280544,0.755,0.155,0,"10","CEP152"
"SAE1",0,0.326620690900157,0.857,0.366,0,"10","SAE1"
"NEK2.1",0,0.32651281663311,0.629,0.024,0,"10","NEK2"
"CDK5RAP2.1",0,0.325033508021885,0.793,0.283,0,"10","CDK5RAP2"
"EXOSC8.2",0,0.325015309349375,0.872,0.388,0,"10","EXOSC8"
"RHEB",0,0.323500483779607,0.996,0.94,0,"10","RHEB"
"ITGB3BP",0,0.323453848328439,0.8,0.243,0,"10","ITGB3BP"
"ECI1",0,0.321131467823623,0.911,0.549,0,"10","ECI1"
"SUMO2",0,0.319753400457696,1,0.999,0,"10","SUMO2"
"FANCD2",0,0.314528573671056,0.737,0.142,0,"10","FANCD2"
"CEP57",0,0.313773968690158,0.891,0.485,0,"10","CEP57"
"MPHOSPH9",0,0.31068438818135,0.805,0.317,0,"10","MPHOSPH9"
"NUP50",0,0.306746238735327,0.88,0.461,0,"10","NUP50"
"PSMG2",0,0.303931780621076,0.978,0.778,0,"10","PSMG2"
"ARHGEF39",0,0.303670618008536,0.641,0.028,0,"10","ARHGEF39"
"MZT1.1",0,0.302852633131106,0.878,0.468,0,"10","MZT1"
"ALDH7A1.1",0,0.301293872078583,0.771,0.294,0,"10","ALDH7A1"
"SKA3",0,0.300567440907897,0.649,0.031,0,"10","SKA3"
"RCCD1.1",0,0.298963225926345,0.717,0.162,0,"10","RCCD1"
"BLM.1",0,0.298915682238248,0.666,0.062,0,"10","BLM"
"HAUS1",0,0.298070217033876,0.862,0.405,0,"10","HAUS1"
"RMI2.1",0,0.298019361988399,0.68,0.092,0,"10","RMI2"
"CCP110",0,0.296043517161719,0.783,0.265,0,"10","CCP110"
"FAM83D.1",0,0.28915797507364,0.594,0.036,0,"10","FAM83D"
"C9orf40",0,0.286736121150498,0.727,0.187,0,"10","C9orf40"
"KIF20A.1",0,0.285333719749428,0.553,0.018,0,"10","KIF20A"
"NRM",0,0.284833235599914,0.736,0.167,0,"10","NRM"
"PARP2",0,0.282723588792573,0.712,0.179,0,"10","PARP2"
"PAFAH1B3",0,0.274701391771728,0.857,0.423,0,"10","PAFAH1B3"
"CDCA4",0,0.274206813550824,0.681,0.096,0,"10","CDCA4"
"STIL",0,0.272123012108917,0.65,0.064,0,"10","STIL"
"BCL2L12.1",0,0.27211307140678,0.808,0.324,0,"10","BCL2L12"
"MCM8.1",0,0.271153506189355,0.634,0.081,0,"10","MCM8"
"OIP5",0,0.266357543791635,0.622,0.041,0,"10","OIP5"
"SKA1",0,0.26311831323135,0.605,0.026,0,"10","SKA1"
"GINS1",0,0.261805546680189,0.657,0.071,0,"10","GINS1"
"CENPS",0,0.258364007849593,0.622,0.066,0,"10","CENPS"
"TRIM59",0,0.255830178078004,0.618,0.073,0,"10","TRIM59"
"ESPL1",0,0.255318648095843,0.581,0.019,0,"10","ESPL1"
"CDC45.1",0,0.251351100864821,0.566,0.036,0,"10","CDC45"
"BRIP1",0,0.24579023118197,0.564,0.038,0,"10","BRIP1"
"NCAPH2",0,0.244693781142774,0.628,0.125,0,"10","NCAPH2"
"KIF18A.1",0,0.24216125211147,0.568,0.039,0,"10","KIF18A"
"KIF18B",0,0.236641587910572,0.569,0.016,0,"10","KIF18B"
"ACYP1",0,0.234520118069775,0.63,0.139,0,"10","ACYP1"
"CDC25C",0,0.231531108331714,0.537,0.015,0,"10","CDC25C"
"HIST1H2BN",0,0.229309672660476,0.517,0.035,0,"10","HIST1H2BN"
"E2F7",0,0.225525490311712,0.523,0.039,0,"10","E2F7"
"TRIP13",0,0.218041069121251,0.557,0.042,0,"10","TRIP13"
"POC1A",0,0.217764837125279,0.567,0.071,0,"10","POC1A"
"HIST1H2AH",0,0.217683525956543,0.473,0.009,0,"10","HIST1H2AH"
"PLK4",0,0.2167117331965,0.541,0.04,0,"10","PLK4"
"HIST1H2BH",0,0.209685865344182,0.501,0.019,0,"10","HIST1H2BH"
"NRGN",0,0.204521360080928,0.503,0.037,0,"10","NRGN"
"ARHGAP11B",0,0.202056644637912,0.502,0.031,0,"10","ARHGAP11B"
"PSAP.6",0,-0.400889597845461,0.999,1,0,"10","PSAP"
"TYROBP.2",0,-0.414823653119708,1,1,0,"10","TYROBP"
"ITM2B.3",0,-0.440869420914081,1,1,0,"10","ITM2B"
"FCER1G.2",0,-0.543690529698395,1,1,0,"10","FCER1G"
"CTSS.5",0,-0.576042368303777,0.995,0.997,0,"10","CTSS"
"LIPA.7",0,-0.761575004097266,0.932,0.956,0,"10","LIPA"
"FUCA1.7",0,-0.976355043373454,0.821,0.925,0,"10","FUCA1"
"EBP.4",1.48219693752374e-323,0.439835202384014,0.963,0.702,3.55682799097572e-319,"10","EBP"
"BAX",8.30030285013294e-322,0.333471996462978,0.999,0.988,1.9918236749464e-317,"10","BAX"
"TPI1.2",1.6398038785471e-320,0.393164597517236,0.999,0.996,3.93503736734947e-316,"10","TPI1"
"SLCO2B1.6",2.08149856592917e-320,-0.436921744553598,0.743,0.841,4.99497210866023e-316,"10","SLCO2B1"
"HAUS8",2.22541988856273e-319,0.236459473647871,0.673,0.161,5.34034010658398e-315,"10","HAUS8"
"ILF2.2",1.83545881495669e-318,0.343623260557001,0.977,0.771,4.40455051825157e-314,"10","ILF2"
"MTFR2",3.29875280087054e-318,0.221828645974271,0.56,0.06,7.91601709624904e-314,"10","MTFR2"
"MASTL",2.44676722668736e-317,0.24687017032764,0.624,0.089,5.87150731388165e-313,"10","MASTL"
"PLXDC2.3",4.11143436598264e-316,-0.343408478163729,0.986,0.99,9.86620904804854e-312,"10","PLXDC2"
"HMGA1.1",2.35243762962002e-315,0.429487031852019,0.999,0.935,5.64514457979915e-311,"10","HMGA1"
"ACTL6A",4.29442759552818e-315,0.285222627724217,0.832,0.363,1.0305337900989e-310,"10","ACTL6A"
"RBM8A.1",2.01614089562737e-313,0.298914292887519,0.993,0.917,4.83813330723701e-309,"10","RBM8A"
"MCM10.1",7.5091473742358e-312,0.218144737239216,0.518,0.032,1.80197009539536e-307,"10","MCM10"
"GM2A.7",9.95951074045276e-312,-0.575272255131527,0.918,0.946,2.38998379238645e-307,"10","GM2A"
"PARPBP.1",1.2519044245369e-310,0.266672815216611,0.677,0.13,3.00419504756119e-306,"10","PARPBP"
"FANCA.1",6.64983975489454e-310,0.260230624747,0.617,0.078,1.59576204598204e-305,"10","FANCA"
"RECQL4",2.08797130714438e-306,0.207056961923936,0.516,0.045,5.01050474575437e-302,"10","RECQL4"
"CHEK1.1",8.53736184963436e-306,0.272603600536505,0.668,0.084,2.04871072305676e-301,"10","CHEK1"
"GAPDH.3",1.27200157047041e-304,0.309642174718533,1,1,3.05242216865783e-300,"10","GAPDH"
"DSCC1.1",3.47037746652288e-304,0.204132797379367,0.502,0.032,8.32786480641497e-300,"10","DSCC1"
"PPDPF",9.37487324617576e-304,0.297479609779186,0.972,0.754,2.2496883328848e-299,"10","PPDPF"
"WDR76.1",6.05850183763184e-303,0.301869628729881,0.614,0.066,1.45385868597651e-298,"10","WDR76"
"ITGB1BP1.1",4.43908528074481e-302,0.284322212952085,0.892,0.567,1.06524729482033e-297,"10","ITGB1BP1"
"EMC9.1",9.37694320192013e-302,0.258826968430524,0.768,0.314,2.25018506016477e-297,"10","EMC9"
"ATP6V0E1.4",3.76630241497765e-301,-0.394227423020808,0.999,0.999,9.03799590522187e-297,"10","ATP6V0E1"
"COX20.1",7.98834354878263e-299,0.322865853125399,0.988,0.779,1.91696280140137e-294,"10","COX20"
"LRP1.3",6.34508445798508e-297,-0.331064098215633,0.526,0.726,1.52262991738268e-292,"10","LRP1"
"DERL3",6.78193213105131e-295,0.264605667983793,0.666,0.187,1.62746025348838e-290,"10","DERL3"
"XRCC6.1",6.33420209900576e-294,0.362652735988119,0.991,0.9,1.52001847769841e-289,"10","XRCC6"
"SLC2A4RG",4.59235461489028e-292,0.252935992772354,0.675,0.167,1.10202733693522e-287,"10","SLC2A4RG"
"ACOT7",4.53329134642563e-291,0.238670287836583,0.616,0.111,1.08785392440176e-286,"10","ACOT7"
"TMEM107",1.12827838923121e-290,0.271579938693747,0.829,0.371,2.70752965063813e-286,"10","TMEM107"
"CALM3.3",2.63999508826964e-289,0.404322011502152,0.997,0.925,6.33519621332065e-285,"10","CALM3"
"ACAT2.7",7.58706650586691e-289,0.564994527909179,0.93,0.585,1.82066834941288e-284,"10","ACAT2"
"RALY",2.13103874004203e-288,0.30024605187839,0.971,0.784,5.11385366447886e-284,"10","RALY"
"GINS2.1",2.42863949637327e-285,0.281149675891426,0.631,0.083,5.82800619944695e-281,"10","GINS2"
"FUS",4.1391342186671e-285,0.369205704722648,0.999,0.97,9.93268038453543e-281,"10","FUS"
"ATP1B1.7",4.3238283717782e-285,-0.503382114571131,0.454,0.678,1.03758909437561e-280,"10","ATP1B1"
"SMCHD1.1",1.82448116999094e-284,0.329852665146466,0.916,0.566,4.37820746362725e-280,"10","SMCHD1"
"ENG.4",9.67647744542088e-284,-0.360183495716892,0.989,0.987,2.32206429257765e-279,"10","ENG"
"CDC25B.1",2.4327744439317e-283,0.284690045881066,0.649,0.121,5.83792883310291e-279,"10","CDC25B"
"SLC25A1",1.75734919201499e-282,0.314217757701241,0.9,0.58,4.21711085607837e-278,"10","SLC25A1"
"TRIOBP.1",8.17061069247459e-282,0.29738043500647,0.864,0.455,1.96070144787313e-277,"10","TRIOBP"
"DSN1.1",9.08730968872066e-282,0.241429834608685,0.647,0.137,2.1806817060023e-277,"10","DSN1"
"SET.3",1.54441649445326e-281,0.42351610977363,0.999,0.981,3.70613626173949e-277,"10","SET"
"TIMM10.1",2.56605770454841e-281,0.311665184819738,0.988,0.841,6.15776867360481e-277,"10","TIMM10"
"CCND1.4",4.84858013049003e-280,-0.40888553475232,0.78,0.857,1.16351377391369e-275,"10","CCND1"
"YEATS4.1",1.17808300473382e-279,0.259731070655538,0.818,0.383,2.82704578645975e-275,"10","YEATS4"
"PA2G4.3",2.15017811887447e-279,0.416827775155426,0.993,0.887,5.15978243186307e-275,"10","PA2G4"
"SAMD1.1",1.93160151115109e-275,0.368118043738069,0.876,0.497,4.63526414630928e-271,"10","SAMD1"
"AKR7A2.3",1.55795836497104e-274,0.310043766753953,0.993,0.895,3.73863268842101e-270,"10","AKR7A2"
"TAGLN2.2",9.850146350021e-274,0.333602588637283,0.978,0.769,2.36373961961454e-269,"10","TAGLN2"
"CCDC167",1.39475416483135e-273,0.259830892321487,0.832,0.443,3.34699156934579e-269,"10","CCDC167"
"VDAC3.1",2.29355776027304e-273,0.318303733249742,0.974,0.794,5.50385055732723e-269,"10","VDAC3"
"TPST2.3",2.59179039786781e-272,-0.340097267275585,0.799,0.864,6.21951941776338e-268,"10","TPST2"
"SRP9.2",3.02219483475707e-272,0.291578921519958,0.991,0.9,7.25236094496655e-268,"10","SRP9"
"FTL.8",3.05261457698116e-270,-0.40641522891714,1,1,7.32535920038169e-266,"10","FTL"
"PIN1",1.19011323202719e-269,0.263815167888872,0.952,0.731,2.85591472289564e-265,"10","PIN1"
"JPT1.1",1.67924121333502e-269,0.375869400638378,0.999,0.984,4.02967513964004e-265,"10","JPT1"
"EEF1A1.1",3.21436932489003e-269,-0.246386363141746,1,1,7.7135220689386e-265,"10","EEF1A1"
"SNRPE.3",5.36137943445637e-269,0.327547061641224,0.991,0.886,1.2865702228865e-264,"10","SNRPE"
"HNRNPA1.3",7.63365886375763e-268,0.352810289583704,1,0.99,1.83184911753592e-263,"10","HNRNPA1"
"TRNAU1AP",1.02820261481296e-267,0.234184293783398,0.822,0.43,2.46737781476666e-263,"10","TRNAU1AP"
"TMEM97.4",4.26607767436337e-267,0.374973320357568,0.944,0.62,1.02373065951698e-262,"10","TMEM97"
"GEN1",4.52636337703481e-267,0.224844234280971,0.601,0.116,1.08619141958704e-262,"10","GEN1"
"GSTP1.3",4.12387790440033e-266,0.461294025803861,0.999,0.991,9.89606980718947e-262,"10","GSTP1"
"C1QA.8",1.91656733408962e-265,-0.43560636280569,0.998,1,4.59918663161486e-261,"10","C1QA"
"SAP30",2.85044769302974e-264,0.306216596651529,0.922,0.577,6.84021932896346e-260,"10","SAP30"
"PRNP.2",3.04795203224524e-264,-0.290558591782474,0.392,0.632,7.31417049177891e-260,"10","PRNP"
"HLTF",8.35263409811399e-262,0.280330322746607,0.811,0.381,2.00438160452441e-257,"10","HLTF"
"DTL.1",1.75579891537725e-261,0.221041804744776,0.521,0.045,4.2133906572308e-257,"10","DTL"
"TPGS2",6.18618119020386e-261,0.28486951458433,0.947,0.654,1.48449790021322e-256,"10","TPGS2"
"BRI3BP.2",2.60027111426394e-260,0.356017830220666,0.982,0.817,6.23987059289918e-256,"10","BRI3BP"
"RBL1.1",5.91174538543001e-259,0.23726914644493,0.611,0.122,1.41864154014164e-254,"10","RBL1"
"PGP.1",6.10421006823069e-259,0.358292248383754,0.974,0.802,1.46482729007332e-254,"10","PGP"
"PTGES3.2",2.96224902902847e-258,0.359200241043621,0.998,0.953,7.10850899495962e-254,"10","PTGES3"
"SRSF7.3",7.20009830599405e-258,0.376785168868713,0.99,0.88,1.72780759048939e-253,"10","SRSF7"
"HLA-DMB.2",1.74054577335011e-257,-0.410151735356053,0.99,0.994,4.17678769230825e-253,"10","HLA-DMB"
"NACA",2.92583947637353e-257,-0.327801218212094,1,1,7.02113699145356e-253,"10","NACA"
"RFWD3",4.13306190218868e-257,0.244523294822819,0.702,0.227,9.91810864668217e-253,"10","RFWD3"
"NDC1",5.70957802651687e-257,0.220490019392524,0.641,0.154,1.37012743902325e-252,"10","NDC1"
"DONSON",8.77855075892696e-257,0.2120203706386,0.562,0.1,2.1065888256197e-252,"10","DONSON"
"KNTC1",1.2483364125875e-256,0.208537610526668,0.557,0.09,2.99563288928623e-252,"10","KNTC1"
"LBR.1",3.55930683814819e-256,0.343209028668554,0.98,0.8,8.5412686195042e-252,"10","LBR"
"MIS18A",1.5806721856591e-255,0.235085944337651,0.688,0.201,3.79313904392615e-251,"10","MIS18A"
"XPO1.2",2.70892301372082e-255,0.34118009944936,0.972,0.747,6.50060255602585e-251,"10","XPO1"
"NME4.1",1.25541158064017e-254,0.338507657631056,0.87,0.542,3.01261117006223e-250,"10","NME4"
"COMMD4",2.52001691648181e-253,0.289246779481782,0.983,0.812,6.0472845944814e-249,"10","COMMD4"
"COX17",4.95269717946931e-253,0.307550946286656,0.996,0.968,1.18849874215725e-248,"10","COX17"
"ZWILCH",7.17153615073254e-252,0.220513660304154,0.622,0.132,1.72095353009129e-247,"10","ZWILCH"
"FSCN1.4",1.07135806097089e-248,-0.283797796164774,0.377,0.55,2.57093793891183e-244,"10","FSCN1"
"FCGRT.6",1.30514663356294e-248,-0.307448502837548,1,1,3.13196037656099e-244,"10","FCGRT"
"POLE4.1",8.11936580689093e-248,0.298156287909666,0.959,0.752,1.94840421267962e-243,"10","POLE4"
"PILRA.7",7.94494056678788e-247,-0.53862274590534,0.705,0.884,1.90654738781209e-242,"10","PILRA"
"COQ2",1.11819354928271e-246,0.256594205579835,0.857,0.487,2.68332906021373e-242,"10","COQ2"
"FAM129A.3",1.36894016184051e-246,0.252825594252575,0.775,0.323,3.28504570636868e-242,"10","FAM129A"
"SERPINB6.5",2.87420835525303e-246,-0.289661872198602,0.838,0.861,6.89723779010069e-242,"10","SERPINB6"
"MGME1",5.79477266931036e-245,0.240900149009895,0.836,0.431,1.39057159745441e-240,"10","MGME1"
"DAB2.6",5.6761323542425e-243,-0.386250264735757,0.919,0.934,1.36210148104757e-238,"10","DAB2"
"E2F2.1",1.56575500417383e-242,0.200674649203666,0.422,0.023,3.75734228351595e-238,"10","E2F2"
"NFATC2IP",1.13588247354454e-241,0.28981970939209,0.911,0.565,2.72577717176483e-237,"10","NFATC2IP"
"HADH",1.81490209701333e-241,0.252703198533693,0.84,0.441,4.35522056220289e-237,"10","HADH"
"SLAMF8.5",2.21478132405869e-239,-0.26658847125566,0.247,0.484,5.31481074334365e-235,"10","SLAMF8"
"POLA1",1.63040449659938e-237,0.205480899501452,0.539,0.097,3.91248167048954e-233,"10","POLA1"
"ENHO.1",9.20761736702509e-237,0.292553386832108,0.604,0.178,2.20955193956501e-232,"10","ENHO"
"ILF3",1.14866066545459e-236,0.300307963507846,0.942,0.69,2.75644099889138e-232,"10","ILF3"
"PSMD2.1",3.78275533422283e-235,0.303132661536643,0.974,0.812,9.07747797553452e-231,"10","PSMD2"
"VPS29",1.08303203400004e-234,0.276221548854775,0.999,0.968,2.5989519719899e-230,"10","VPS29"
"SASS6",1.83166843018027e-234,0.217258707690801,0.634,0.147,4.39545473190359e-230,"10","SASS6"
"ATP6V1F.6",4.49791041795938e-233,-0.383773093568058,0.999,0.999,1.07936356299771e-228,"10","ATP6V1F"
"NRP1.6",2.21332523032358e-232,-0.33008273762603,0.531,0.659,5.31131655520749e-228,"10","NRP1"
"PYGL.5",2.85567192680102e-232,-0.271596530082973,0.37,0.525,6.85275592274441e-228,"10","PYGL"
"HNRNPM.2",7.59734853850893e-231,0.295886393061382,0.989,0.89,1.82313572878599e-226,"10","HNRNPM"
"C3AR1.4",6.22316373931129e-229,-0.363611152741196,0.92,0.951,1.49337260252253e-224,"10","C3AR1"
"POLA2.1",5.95960053409716e-228,0.214885999380193,0.624,0.151,1.4301253401673e-223,"10","POLA2"
"B3GNT5.1",1.05053423922396e-227,0.280027755455856,0.924,0.655,2.52096701386573e-223,"10","B3GNT5"
"MCUB",2.33526623837671e-224,0.255742559794076,0.853,0.494,5.60393839223258e-220,"10","MCUB"
"FAM20C.4",1.32178410802863e-223,-0.32785614201645,0.575,0.73,3.17188532403629e-219,"10","FAM20C"
"SAPCD2.1",2.64251191986234e-223,0.280973696291967,0.689,0.188,6.34123585409367e-219,"10","SAPCD2"
"TMEM160.2",3.2266525620725e-223,0.287123076921218,0.993,0.885,7.74299815320539e-219,"10","TMEM160"
"CCDC14",4.91508453387073e-223,0.269090065743166,0.772,0.314,1.17947283559296e-218,"10","CCDC14"
"MXD4.2",1.05840333832849e-222,-0.342983684556068,0.701,0.861,2.53985049098687e-218,"10","MXD4"
"GPR34.5",7.13589775346346e-222,-0.423993313185758,0.887,0.913,1.71240138389863e-217,"10","GPR34"
"RHNO1",7.79831372660494e-222,0.226809738050355,0.752,0.296,1.87136134497339e-217,"10","RHNO1"
"CENPC",2.23029462264741e-221,0.242422278146984,0.767,0.33,5.352038005967e-217,"10","CENPC"
"UBE2I.1",2.967949114488e-221,0.268756314394002,0.99,0.913,7.12218749003686e-217,"10","UBE2I"
"SNRPA1.2",3.3536915285773e-221,0.284055700236074,0.875,0.504,8.04785356112694e-217,"10","SNRPA1"
"PFDN5.1",7.7347281859288e-221,-0.29072299783034,1,1,1.85610272277733e-216,"10","PFDN5"
"GLMP.6",4.38230011802312e-220,-0.28089435681088,0.413,0.601,1.05162055932201e-215,"10","GLMP"
"EEF2",2.1532851786239e-219,-0.265886419545209,0.998,0.998,5.16723844314378e-215,"10","EEF2"
"CD163.7",2.94358671268901e-219,-0.350985955913781,0.466,0.565,7.06372503443981e-215,"10","CD163"
"SRRT",2.25489943322701e-218,0.256225508879173,0.799,0.378,5.41108216991487e-214,"10","SRRT"
"ASAH1.8",3.14926878689371e-218,-0.700005153070331,0.952,0.957,7.55730030790884e-214,"10","ASAH1"
"HNRNPH3.1",6.22877451401772e-216,0.284654841415947,0.949,0.733,1.49471902012883e-211,"10","HNRNPH3"
"FIGNL1.1",7.35795412973274e-216,0.220058491483801,0.616,0.143,1.76568825251197e-211,"10","FIGNL1"
"A2M.6",3.81895210040519e-215,-0.396727863096504,0.995,0.991,9.16433935534233e-211,"10","A2M"
"BRI3.6",4.77396876720338e-214,-0.358434844467356,1,0.999,1.1456092850658e-209,"10","BRI3"
"EXOSC9.1",3.02322678552563e-213,0.225821127057838,0.731,0.302,7.25483731722585e-209,"10","EXOSC9"
"HSD17B14.6",3.56678284229333e-213,-0.335748230029159,0.363,0.62,8.55920878665132e-209,"10","HSD17B14"
"MCRIP2.1",4.69467879875734e-213,-0.219047639009389,0.376,0.577,1.1265820713378e-208,"10","MCRIP2"
"RNASEH2C",5.79351239526349e-213,0.271430277655079,0.982,0.857,1.39026916949138e-208,"10","RNASEH2C"
"COPS3.1",2.72157813460268e-212,0.263406839725409,0.957,0.737,6.53097104960606e-208,"10","COPS3"
"TMEM258",4.35985717164235e-212,0.252917101005412,0.999,0.982,1.04623492547901e-207,"10","TMEM258"
"RUNX3.4",7.36786008491097e-212,0.351388815048072,0.996,0.962,1.76806538457609e-207,"10","RUNX3"
"MAGOHB",7.65666526754638e-211,0.21710885908567,0.772,0.347,1.8373699642531e-206,"10","MAGOHB"
"JADE1",4.2140400862121e-210,0.21218452923776,0.622,0.152,1.01124319948832e-205,"10","JADE1"
"RANGAP1.1",1.90520350251676e-209,0.252561628689974,0.762,0.317,4.57191684498948e-205,"10","RANGAP1"
"SLC7A8.3",2.17772138152197e-209,-0.227407282733021,0.204,0.425,5.22587799923828e-205,"10","SLC7A8"
"PCNT.1",3.93086215097816e-209,0.25605413522817,0.765,0.338,9.43288990370228e-205,"10","PCNT"
"GRINA.1",1.89019406005027e-207,-0.320738409894234,0.675,0.803,4.53589868590264e-203,"10","GRINA"
"NUP155",2.59970426178983e-207,0.207479585673102,0.665,0.217,6.23851031701706e-203,"10","NUP155"
"SNRPF.2",2.04526657987167e-206,0.26093333149558,0.985,0.857,4.90802621171806e-202,"10","SNRPF"
"YBX1.1",2.18151679247393e-206,0.323367287755153,1,1,5.2349858468997e-202,"10","YBX1"
"CREG1.6",8.9969428770558e-205,-0.377018911126745,0.876,0.88,2.15899638220708e-200,"10","CREG1"
"FAM122B",4.92276533944961e-204,0.20340730153633,0.734,0.312,1.18131599850772e-199,"10","FAM122B"
"CACYBP.1",8.58722758882772e-204,0.30661224961868,0.986,0.872,2.06067700449099e-199,"10","CACYBP"
"HNRNPDL.2",1.44185242995137e-203,0.309539576746587,0.996,0.932,3.4600132761543e-199,"10","HNRNPDL"
"ENY2.1",6.31317936880941e-203,0.256932561268103,0.998,0.979,1.51497365313319e-198,"10","ENY2"
"HSP90AA1.2",8.39258871184658e-201,0.518832220906907,0.999,0.998,2.01396951318182e-196,"10","HSP90AA1"
"HNRNPH1.1",2.03867030262247e-200,0.293183159771956,0.985,0.879,4.89219712520314e-196,"10","HNRNPH1"
"TLR2.3",8.53811332808743e-200,-0.278919532991219,0.674,0.761,2.04889105534114e-195,"10","TLR2"
"MAF.6",2.64282644844304e-199,-0.346189311426518,0.942,0.957,6.34199062832877e-195,"10","MAF"
"CMKLR1.5",2.53797211657721e-198,-0.28442782898214,0.772,0.83,6.09037168815033e-194,"10","CMKLR1"
"SAT2",2.38276822106315e-197,-0.30822620474741,0.779,0.858,5.71792890008524e-193,"10","SAT2"
"NUDT21",3.0212709589559e-197,0.219102666470449,0.851,0.513,7.25014392020647e-193,"10","NUDT21"
"SLC22A18",4.38848729883141e-196,-0.215203447430582,0.303,0.526,1.05310529710057e-191,"10","SLC22A18"
"MBD2",1.48776335853597e-195,0.238688485396646,0.947,0.71,3.57018573147877e-191,"10","MBD2"
"PGAM1.1",2.51846759627487e-195,0.338223783048274,0.996,0.938,6.0435666907808e-191,"10","PGAM1"
"NUCB2",8.04469040727278e-195,0.216017641166008,0.548,0.141,1.93048435703325e-190,"10","NUCB2"
